0.2287647725	4.024264948
0.9413005311	3.101217096
0.969965194	3.182620101
0.8478404051	3.860704945
0.03673044358	4.945602579
0.3605827603	4.209430542
0.7403178865	3.831022469
0.2215801404	4.395958623
0.5967614359	3.311036613
0.9761602962	3.414971176
0.2301335899	4.044484679
0.6812559352	4.121537971
0.4409007909	3.30808926
0.6846797424	2.807024992
0.9499877085	2.975808282
0.7639266224	3.599069196
0.6025897387	4.484179079
0.3338470832	3.733721749
0.8403394215	3.851873772
0.9591522058	3.595959509
0.3661011896	4.51458782
0.1626574247	4.506513558
0.2970102895	4.403728187
0.5886254212	3.420837172
0.2252029094	4.415394705
0.7469485933	3.379702344
0.5463639012	4.314973854
0.5199031861	3.256634752
0.07972287123	4.75875238
0.2594445666	4.758122488
0.2697333517	4.369962582
0.9963841623	3.19596666
0.2997754601	4.350135294
0.08006813893	4.617660817
0.2923021356	4.21724131
0.5806184335	3.239956885
0.874840379	3.524967546
0.9015380654	3.23892924
0.158897812	4.656691336
0.6018777159	3.670165506
0.6181367629	2.871139465
0.325667604	3.940366263
0.909228263	2.729249427
0.09962468292	4.791626724
0.8337033586	3.869547926
0.8655843715	2.762247712
0.9805893556	3.216026508
0.3528108106	3.829184944
0.07863467486	5.26415901
0.5167700056	4.036987041
0.1891251523	4.67106978
0.5892315908	3.801366084
0.314755083	4.221741032
0.7312935499	3.277802822
0.6139838362	4.093822451
0.9396715963	2.919149905
0.5337022573	3.817609583
0.3374967259	4.036510813
0.6158559921	3.947923591
0.788283984	3.496616639
0.1704696208	4.667569841
0.2256616913	4.217336649
0.09461003224	4.521895907
0.7500899835	2.866818597
0.6169027703	4.122043363
0.2922793128	4.645453431
0.04123265892	5.1173291
0.2486204093	4.75288567
0.8078112077	3.057976758
0.6060896233	3.454554123
0.3167698802	3.921685915
0.5135576849	3.502375531
0.3135851049	3.947805217
0.770087452	3.60646519
0.1680701023	3.53044855
0.9385979007	3.555203296
0.6169033777	2.972466529
0.6696349264	3.435794513
0.01544765825	5.407105925
0.7043122976	3.374404878
0.1086462702	4.416309668
0.2457650599	4.309900936
0.04004265039	5.178984996
0.6494529054	3.76631781
0.8961574346	2.775789746
0.1398210218	4.556658975
0.3439636883	4.258426801
0.1307451664	4.580586966
0.4129703932	3.101681051
0.1504357284	3.939780214
0.7609383778	3.430974986
0.3650544405	3.945372396
0.446805398	3.679714992
0.137187422	4.310391874
0.31474159	4.888679435
0.8063866205	3.356247605
0.7657194954	2.980272163
0.8828653435	2.962303999
0.8939813238	3.835708614
0.476705429	3.320660372
